pg_name,location,room_amenities,common_amenities,food_facility,available_from,posted_on,parking,occupancy,rent,deposit
PG for Girls in Manikonda,Manikonda,"['attached bathroom', 'bed (cot/frame)', 'chair', 'charging points', 'cupboard', 'fan', 'geyser', 'light', 'mattress (foam/cotton)']","['cctv', 'daily housekeeping', 'fridge', 'high-speed wi?fi', 'housekeeping', 'lift', 'power backup', 'security guard / cctv', 'tv (common)', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2025-06-27,Bike,three,7000,2000
PG for Girls in Manikonda,Manikonda,"['attached bathroom', 'bed (cot/frame)', 'chair', 'charging points', 'cupboard', 'fan', 'geyser', 'light', 'mattress (foam/cotton)']","['cctv', 'daily housekeeping', 'fridge', 'high-speed wi?fi', 'housekeeping', 'lift', 'power backup', 'security guard / cctv', 'tv (common)', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2025-06-27,Bike,four,6500,2000
PG for Boys in Manikonda,Manikonda,"['attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'geyser', 'light', 'mattress (foam/cotton)']","['cctv', 'cctv/security', 'fridge', 'high-speed wi?fi', 'housekeeping', 'lift', 'power backup', 'tv (common)', 'washing machine', 'water purifier', 'wifi']",Not Available,2025-07-23,2025-06-30,Bike,double,7000,7000
PG for Girls in Manikonda,Manikonda,"['ac', 'attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'geyser', 'light']","['cctv', 'fridge', 'gated security', 'housekeeping', 'microwave', 'power backup', 'tv', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2025-06-10,Bike,four,7000,2000
PG for Girls in Manikonda Jagir,Manikonda,"['ac', 'attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'geyser', 'light', 'mattress (foam/cotton)']","['cctv', 'common tv', 'fridge', 'gated security', 'guardian', 'housekeeping', 'laundry service', 'power backup', 'room cleaning', 'washing machine', 'water purifier', 'wifi']",Not Available,2025-07-23,2024-10-31,Bike,double,7000,7000
PG for Boys in Manikonda,Manikonda,"['ac', 'attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'geyser', 'light', 'mattress (foam/cotton)']","['cctv', 'cctv surveillance', 'common tv', 'fridge', 'gated security', 'housekeeping', 'laundry service', 'power backup', 'room cleaning', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2025-06-23,Bike,four,8000,8000
PG for Boys in Manikonda Jagir,Manikonda,"['ac', 'attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'geyser', 'light', 'mattress (foam/cotton)']","['cctv', 'cctv surveillance', 'common tv', 'fridge', 'gated security', 'housekeeping', 'laundry service', 'power backup', 'room cleaning', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2025-06-04,Bike,three,8000,2000
PG for Girls in Manikonda,Manikonda,"['ac', 'attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'geyser', 'light', 'mattress (foam/cotton)']","['cctv', 'cctv surveillance', 'common tv', 'daily housekeeping', 'fridge', 'gated security', 'housekeeping', 'mess facility', 'power backup', 'ro/water purifier', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2025-07-04,Bike and Car,double,8000,3000
PG for Boys in Manikonda,Manikonda,"['ac', 'attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'geyser', 'light', 'mattress (foam/cotton)']","['cctv', 'cctv surveillance', 'common tv', 'fridge', 'gated security', 'housekeeping', 'laundry service', 'power backup', 'room cleaning', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2025-06-27,Bike,four,9000,3000
PG for Boys in Manikonda,Manikonda,"['ac', 'attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'geyser', 'light', 'mattress (foam/cotton)']","['cctv', 'cctv surveillance', 'common tv', 'daily housekeeping', 'fridge', 'gated security', 'guardian', 'housekeeping', 'laundry service', 'lift', 'mess facility', 'power backup', 'washing machine', 'water purifier', 'water purifier (ro)', 'wifi']",All Meals,2025-07-23,2025-06-11,Bike,three,7000,9000
PG for Boys in Miyapur,Miyapur,"['ac', 'attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'geyser', 'light', 'mattress (foam/cotton)']","['cctv', 'cctv surveillance', 'common tv', 'daily housekeeping', 'fridge', 'gated security', 'guardian', 'housekeeping', 'laundry service', 'power backup', 'warden', 'washing machine', 'water purifier', 'water purifier (ro)', 'wifi']",All Meals,2025-07-23,2025-06-12,Bike,four,6000,1000
PG for Girls in Miyapur,Miyapur,"['ac', 'attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'geyser', 'light', 'mattress (foam/cotton)']","['cctv', 'cctv surveillance', 'common tv', 'daily housekeeping', 'fridge', 'gated security', 'housekeeping', 'laundry service', 'mess facility', 'power backup', 'washing machine', 'water purifier', 'water purifier (ro)', 'wifi']",All Meals,2025-07-23,2025-06-18,Bike,double,5500,5500
PG for Boys in Miyapur,Miyapur,"['ac', 'attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'geyser', 'light', 'mattress (foam/cotton)']","['cctv', 'cctv surveillance', 'common tv', 'daily housekeeping', 'fridge', 'gated security', 'guardian/warden', 'housekeeping', 'laundry service', 'power backup', 'washing machine', 'water purifier', 'water purifier (ro)', 'wifi']",All Meals,2025-07-23,2025-05-25,Bike,double,7000,2000
PG for Girls in Miyapur,Miyapur,"['ac', 'attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'geyser', 'light', 'mattress (foam/cotton)']","['cctv', 'cctv surveillance', 'common tv', 'daily housekeeping', 'fridge', 'gated security', 'housekeeping', 'laundry service', 'lift access', 'mess facility', 'power backup', 'washing machine', 'water purifier', 'water purifier (ro)', 'wifi']",All Meals,2025-07-23,2025-05-25,Bike,four,7500,2000
PG for Boys in Miyapur,Miyapur,"['ac', 'attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'geyser', 'light', 'mattress (foam/cotton)']","['cctv', 'cctv surveillance', 'common tv', 'daily housekeeping', 'fridge', 'gated security', 'guardian/warden', 'housekeeping', 'laundry service', 'microwave', 'power backup', 'washing machine', 'water purifier', 'water purifier (ro)', 'wifi']",All Meals,2025-07-23,2025-06-29,Bike,four,6500,1500
PG for Boys in Miyapur,Miyapur,"['ac', 'attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'geyser', 'light', 'mattress (foam/cotton)']","['cctv', 'cctv surveillance', 'common tv', 'daily housekeeping', 'fridge', 'gated security', 'guardian/warden', 'housekeeping', 'laundry service', 'microwave', 'power backup', 'washing machine', 'water purifier', 'water purifier (ro)', 'wifi']",All Meals,2025-07-23,2025-06-29,Bike,three,5100,1000
PG for Girls in Miyapur,Miyapur,"['ac', 'attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'geyser', 'light', 'mattress (foam/cotton)']","['cctv', 'cctv surveillance', 'common tv', 'daily housekeeping', 'fridge', 'gated security', 'housekeeping', 'laundry service', 'mess facility', 'power backup', 'washing machine', 'water purifier', 'water purifier (ro)', 'wifi']",All Meals,2025-07-23,2025-05-29,Bike,four,6500,2000
PG for Boys in Miyapur,Miyapur,"['attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'geyser', 'light', 'mattress (foam/cotton)']","['cctv', 'cctv surveillance', 'common tv', 'daily housekeeping', 'fridge', 'gated security', 'guardian/warden', 'housekeeping', 'laundry service', 'mess facility', 'microwave', 'power backup', 'tv', 'washing machine', 'water purifier', 'water purifier (ro)', 'wifi']",All Meals,2025-08-01,2025-06-29,Bike,four,5500,1000
PG for Boys in Miyapur,Miyapur,"['ac', 'attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'geyser', 'light', 'mattress (foam/cotton)']","['cctv', 'cctv surveillance', 'common tv', 'daily housekeeping', 'fridge', 'gated security', 'guardian/warden', 'housekeeping', 'laundry service', 'mess facility', 'microwave', 'power backup', 'washing machine', 'water purifier', 'water purifier (ro)', 'wifi']",All Meals,2025-07-23,2025-05-29,Bike,four,6500,2000
PG for Boys in Miyapur,Miyapur,"['ac', 'attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'geyser', 'light', 'mattress (foam/cotton)']","['cctv', 'cctv surveillance', 'common tv', 'daily housekeeping', 'fridge', 'gated security', 'guardian/warden', 'housekeeping', 'laundry service', 'mess facility', 'microwave', 'power backup', 'washing machine', 'water purifier', 'water purifier (ro)', 'wifi']",All Meals,2025-07-23,2025-07-05,Bike,double,5500,5500
PG for Boys in Miyapur,Miyapur,"['ac', 'attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'geyser', 'light', 'mattress (foam/cotton)']","['cctv', 'cctv surveillance', 'common tv', 'daily housekeeping', 'fridge', 'gated security', 'guardian/warden', 'housekeeping', 'laundry service', 'mess facility', 'microwave', 'power backup', 'washing machine', 'water purifier', 'water purifier (ro)', 'wifi']",All Meals,2025-07-23,2025-05-25,Bike,double,9000,1000
PG for Boys in Miyapur,Miyapur,"['ac', 'attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'geyser', 'light', 'mattress (foam/cotton)']","['cctv', 'cctv surveillance', 'common tv', 'daily housekeeping', 'fridge', 'gated security', 'guardian/warden', 'housekeeping', 'laundry service', 'mess facility', 'microwave', 'power backup', 'washing machine', 'water purifier', 'water purifier (ro)', 'wifi']",All Meals,2025-07-23,2025-05-25,Bike,four,6000,2000
PG for Boys in Miyapur,Miyapur,"['ac', 'attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'geyser', 'light', 'mattress (foam/cotton)']","['cctv', 'cctv surveillance', 'common tv', 'daily housekeeping', 'fridge', 'gated security', 'guardian/warden', 'housekeeping', 'laundry service', 'mess facility', 'microwave', 'power backup', 'washing machine', 'water purifier', 'water purifier (ro)', 'wifi']",All Meals,2025-07-23,2025-06-29,Bike,three,6500,1000
PG for Boys in Miyapur,Miyapur,"['ac', 'attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'geyser', 'light', 'mattress (foam/cotton)']","['cctv', 'cctv surveillance', 'common tv', 'daily housekeeping', 'fridge', 'gated security', 'guardian/warden', 'housekeeping', 'laundry service', 'mess facility', 'microwave', 'power backup', 'washing machine', 'water purifier', 'water purifier (ro)', 'wifi']",All Meals,2025-07-23,2025-06-18,Bike,double,5500,5500
PG for Boys in Miyapur,Miyapur,"['ac', 'attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'geyser', 'light', 'mattress (foam/cotton)']","['cctv', 'cctv surveillance', 'common tv', 'daily housekeeping', 'fridge', 'gated security', 'guardian/warden', 'housekeeping', 'laundry service', 'mess facility', 'microwave', 'power backup', 'washing machine', 'water purifier', 'water purifier (ro)', 'wifi']",All Meals,2025-07-23,2025-06-26,Bike,four,5500,5500
PG for Boys in Miyapur,Miyapur,"['ac', 'attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'geyser', 'light', 'mattress (foam/cotton)']","['cctv', 'cctv surveillance', 'common tv', 'daily housekeeping', 'fridge', 'gated security', 'guardian/warden', 'housekeeping', 'laundry service', 'mess facility', 'microwave', 'power backup', 'washing machine', 'water purifier', 'water purifier (ro)', 'wifi']",All Meals,2025-07-23,2025-05-25,Bike,single,6500,1
PG for Boys in Miyapur,Miyapur,"['attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'geyser', 'light', 'mattress (foam/cotton)']","['cctv', 'cctv surveillance', 'common tv', 'daily housekeeping', 'fridge', 'gated security', 'guardian/warden', 'housekeeping', 'laundry service', 'mess facility', 'power backup', 'washing machine', 'water purifier', 'water purifier (ro)', 'wifi']",All Meals,2025-07-23,2025-05-25,Bike,double,5500,1
PG for Boys in Miyapur,Miyapur,"['attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'geyser', 'light', 'mattress (foam/cotton)']","['cctv', 'cctv surveillance', 'common tv', 'daily housekeeping', 'fridge', 'gated security', 'guardian/warden', 'housekeeping', 'laundry service', 'mess facility', 'power backup', 'washing machine', 'water purifier', 'water purifier (ro)', 'wifi']",All Meals,2025-07-23,2025-05-25,Bike,three,5500,1
PG for Boys in Miyapur,Miyapur,"['attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'geyser', 'light', 'mattress (foam/cotton)']","['cctv', 'cctv surveillance', 'common tv', 'daily housekeeping', 'fridge', 'gated security', 'guardian/warden', 'housekeeping', 'laundry service', 'mess facility', 'power backup', 'washing machine', 'water purifier', 'water purifier (ro)', 'wifi']",All Meals,2025-07-23,2025-05-25,Bike,four,5500,1
PG for Boys in Miyapur,Miyapur,"['attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'geyser', 'light', 'mattress (foam/cotton)']","['cctv', 'cctv surveillance', 'common tv', 'daily housekeeping', 'fridge', 'gated security', 'guardian/warden', 'housekeeping', 'laundry service', 'mess facility', 'power backup', 'washing machine', 'water purifier', 'water purifier (ro)', 'wifi']",All Meals,2025-07-23,2025-06-18,Bike,four,6000,1500
PG for Girls in Begumpet,Begumpet,"['attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'geyser', 'light', 'mattress (foam/cotton)', 'mirror']","['cctv', 'cctv surveillance', 'common tv', 'daily housekeeping', 'fridge', 'gated security', 'guardian/warden', 'housekeeping', 'laundry service', 'mess facility', 'power backup', 'washing machine', 'water purifier', 'water purifier (ro)', 'wifi']",All Meals,2025-07-23,2025-06-30,Bike,three,5500,1000
PG for Boys in Begumpet,Begumpet,"['ac', 'attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'geyser', 'light', 'mattress (foam/cotton)', 'mirror']","['cctv', 'cctv surveillance', 'common tv', 'daily housekeeping', 'fridge', 'gated security', 'guardian/warden', 'housekeeping', 'laundry service', 'lift', 'mess facility', 'power backup', 'tv', 'washing machine', 'water purifier', 'water purifier (ro)', 'wifi']",All Meals,2025-07-23,2025-07-05,Bike,single,10000,1500
PG for Boys in Begumpet,Begumpet,"['ac', 'attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'geyser', 'light', 'mattress (foam/cotton)']","['cctv', 'fridge', 'housekeeping', 'mess', 'room cleaning', 'tv', 'warden', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2025-07-05,Bike,double,7500,1500
PG for Boys in Begumpet,Begumpet,"['ac', 'attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'geyser', 'light', 'mattress (foam/cotton)']","['cctv', 'fridge', 'housekeeping', 'mess', 'room cleaning', 'tv', 'warden', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2025-07-05,Bike,three,7000,1500
PG for Boys in Begumpet,Begumpet,"['ac', 'attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'geyser', 'light', 'mattress (foam/cotton)']","['cctv', 'fridge', 'housekeeping', 'mess', 'room cleaning', 'tv', 'warden', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2025-07-05,Bike,four,7000,1000
PG for Girls in Begumpet,Begumpet,"['ac', 'attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'light', 'mattress (foam/cotton)']","['cctv', 'cctv surveillance', 'daily housekeeping', 'fridge', 'gated security', 'housekeeping', 'laundry service', 'mess facility', 'power backup', 'tv', 'washing machine', 'water purifier', 'water purifier (ro)', 'wifi']",All Meals,2025-07-23,2025-07-03,Bike,three,8000,8000
PG for Girls in Begumpet,Begumpet,"['ac', 'attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'light', 'mattress (foam/cotton)']","['cctv', 'cctv surveillance', 'daily housekeeping', 'fridge', 'gated security', 'housekeeping', 'laundry service', 'mess facility', 'power backup', 'tv', 'washing machine', 'water purifier', 'water purifier (ro)', 'wifi']",All Meals,2025-07-23,2025-07-03,Bike,four,6500,6500
PG for Boys in Begumpet,Begumpet,"['ac', 'attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'geyser', 'light', 'mattress (foam/cotton)']","['cctv', 'cctv surveillance', 'daily housekeeping', 'fridge', 'gated security', 'guardian/warden', 'housekeeping', 'laundry service', 'mess facility', 'power backup', 'tv', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2025-06-30,Bike,four,7000,2000
PG for Boys in Begumpet,Begumpet,"['ac', 'attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'geyser', 'light', 'mattress (foam/cotton)']","['cctv', 'cctv surveillance', 'daily housekeeping', 'fridge', 'gated security', 'guardian/warden', 'housekeeping', 'laundry service', 'mess facility', 'power backup', 'tv', 'washing machine', 'water purifier', 'water purifier (ro)', 'wifi']",All Meals,2025-07-23,2025-05-25,Bike,double,8000,1000
PG for Girls in Begumpet,Begumpet,"['ac', 'attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'geyser', 'light', 'mattress (foam/cotton)', 'mirror']","['cctv', 'cctv surveillance', 'daily housekeeping', 'fridge', 'gated security', 'housekeeping', 'laundry service', 'mess facility', 'power backup', 'tv', 'warden', 'washing machine', 'water purifier', 'water purifier (ro)', 'wifi']",All Meals,2025-07-23,2025-06-14,Bike,single,5300,5300
PG for Girls in Begumpet,Begumpet,"['attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'geyser', 'light', 'mattress (foam/cotton)', 'mirror']","['cctv', 'cctv surveillance', 'daily housekeeping', 'fridge', 'gated security', 'housekeeping', 'laundry service', 'mess facility', 'power backup', 'tv', 'warden', 'washing machine', 'water purifier', 'water purifier (ro)', 'wifi']",All Meals,2025-07-23,2025-06-14,Bike,four,5500,5300
PG for Girls in Begumpet,Begumpet,"['attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'geyser', 'light', 'mattress (foam/cotton)']","['cctv', 'cctv surveillance', 'fridge', 'gated security', 'housekeeping', 'laundry service', 'mess facility', 'power backup', 'room cleaning', 'tv', 'warden', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2025-06-08,Bike,double,7000,1500
PG for Girls in Begumpet,Begumpet,"['attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'geyser', 'light', 'mattress (foam/cotton)']","['cctv', 'cctv surveillance', 'fridge', 'gated security', 'housekeeping', 'laundry service', 'mess facility', 'power backup', 'room cleaning', 'tv', 'warden', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2025-06-08,Bike,three,6500,1500
PG for Boys in Begumpet,Begumpet,"['ac', 'attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'geyser', 'light', 'mattress (foam/cotton)']","['cctv', 'cctv surveillance', 'daily housekeeping', 'fridge', 'gated security', 'guardian/warden', 'housekeeping', 'laundry service', 'mess facility', 'power backup', 'tv', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-08-01,2025-06-04,Bike,three,7500,7500
PG for Boys in Begumpet,Begumpet,"['ac', 'attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'geyser', 'light', 'mattress (foam/cotton)', 'study table']","['cctv', 'cctv surveillance', 'daily housekeeping', 'fridge', 'gated security', 'guardian/warden', 'housekeeping', 'laundry service', 'lift access', 'mess facility', 'microwave', 'power backup', 'tv', 'washing machine', 'water purifier', 'water purifier (ro)', 'wifi']",All Meals,2025-07-23,2025-07-07,Bike,single,13500,1000
PG for Boys in Begumpet,Begumpet,"['attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'geyser', 'light', 'mattress (foam/cotton)', 'study table']","['cctv', 'cctv surveillance', 'daily housekeeping', 'fridge', 'gated security', 'guardian/warden', 'housekeeping', 'laundry service', 'lift access', 'mess facility', 'microwave', 'power backup', 'tv', 'washing machine', 'water purifier', 'water purifier (ro)', 'wifi']",All Meals,2025-07-23,2025-07-07,Bike,double,7600,1000
PG for Boys in Begumpet,Begumpet,"['attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'geyser', 'light', 'mattress (foam/cotton)', 'study table']","['cctv', 'fridge', 'gated security', 'housekeeping', 'laundry', 'lift', 'mess', 'microwave', 'power backup', 'ro water purifier', 'tv', 'warden', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2025-07-07,Bike,three,6400,1000
PG for Boys in Begumpet,Begumpet,"['attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'geyser', 'light', 'mattress (foam/cotton)', 'study table']","['cctv', 'fridge', 'gated security', 'housekeeping', 'laundry', 'lift', 'mess', 'microwave', 'power backup', 'ro water purifier', 'tv', 'warden', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2025-07-07,Bike,four,5900,1000
PG for Girls in Ameerpet,Ameerpet,"['attached bathroom', 'bed (cot/frame)', 'chair', 'charging points', 'cupboard', 'fan', 'geyser', 'light', 'mattress (foam/cotton)', 'study table']","['24x7 power backup', 'biometric entry', 'cctv', 'common lounge', 'digital payments', 'fridge', 'gym', 'housekeeping', 'indoor games', 'laundry service', 'microwave', 'security', 'tv', 'washing machine', 'water purifier', 'wi-fi (common area)', 'wifi']",All Meals,2025-07-23,2025-05-30,Bike,double,6000,1000
PG for Girls in Ameerpet,Ameerpet,"['attached bathroom', 'bed (cot/frame)', 'chair', 'charging points', 'cupboard', 'fan', 'geyser', 'light', 'mattress (foam/cotton)', 'study table']","['24x7 power backup', 'cctv', 'common lounge', 'digital payments', 'fridge', 'housekeeping', 'laundry service', 'security', 'tv', 'washing machine', 'water purifier', 'wi-fi (common area)', 'wifi']",All Meals,2025-07-23,2025-05-30,Bike,four,5500,1000
PG for Girls in Ameerpet,Ameerpet,"['attached bathroom', 'bed (cot/frame)', 'chair', 'charging points', 'cupboard', 'fan', 'geyser', 'light', 'mattress (foam/cotton)', 'study table']","['cctv', 'common lounge', 'digital payments', 'fridge', 'housekeeping', 'laundry service', 'power backup', 'security', 'tv', 'washing machine', 'water purifier', 'wi?fi (common area)', 'wifi']",All Meals,2025-07-23,2025-06-08,Bike,three,8800,1000
PG for Boys in Ameerpet,Ameerpet,"['attached bathroom', 'bed (cot/frame)', 'chair', 'charging points', 'cupboard', 'fan', 'geyser', 'light', 'mattress (foam/cotton)', 'study table']","['cctv', 'fridge', 'housekeeping', 'laundry service', 'microwave', 'power backup', 'room cleaning', 'security', 'warden', 'washing machine', 'water purifier', 'wifi']",All Meals,2025-07-23,2025-06-08,Bike,double,11000,2000
PG for Boys in Ameerpet,Ameerpet,"['attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'geyser', 'light', 'mattress (foam/cotton)']","['cctv', 'fridge', 'housekeeping', 'laundry service', 'power backup', 'purified water (ro)', 'room cleaning', 'security', 'warden', 'washing machine', 'water purifier', 'wi?fi (common area)', 'wifi']",All Meals,2025-07-23,2025-06-08,Bike,three,9500,2000
PG for Boys in Ameerpet,Ameerpet,"['attached bathroom', 'bed (cot/frame)', 'chair', 'charging points', 'cupboard', 'fan', 'geyser', 'light', 'mattress (foam/cotton)', 'study table']","['cctv', 'fridge', 'housekeeping', 'laundry service', 'lift', 'power backup', 'room cleaning', 'security', 'washing machine', 'water purifier', 'wi?fi (common area)', 'wifi']",All Meals,2025-07-23,2025-06-08,Bike,four,8000,2000
PG for Boys in Ameerpet,Ameerpet,"['attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'geyser', 'light', 'mattress (foam/cotton)']","['cctv', 'fridge', 'housekeeping', 'laundry service', 'power backup', 'room cleaning', 'security', 'washing machine', 'water purifier', 'wi?fi (common area)', 'wifi']",All Meals,2025-07-23,2025-06-23,Bike,double,7000,7000
PG for Boys in Ameerpet,Ameerpet,"['attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'geyser', 'light', 'mattress (foam/cotton)']","['cctv', 'fridge', 'housekeeping', 'lift', 'power backup', 'room cleaning', 'security', 'warden', 'washing machine', 'water purifier', 'wi?fi (common area)', 'wifi']",All Meals,2025-07-23,2025-06-23,Bike,three,6000,6000
PG for Boys in Ameerpet,Ameerpet,"['attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'geyser', 'light', 'mattress (foam/cotton)']","['cctv', 'fridge', 'gym', 'housekeeping', 'laundry service', 'lift', 'power backup', 'room cleaning', 'security', 'warden', 'washing machine', 'water purifier', 'water purifier (ro)', 'wi?fi (common area)', 'wifi']",All Meals,2025-07-23,2025-06-23,Bike,four,5500,5500
PG for Boys in Ameerpet,Ameerpet,"['attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'geyser', 'light', 'mattress (foam/cotton)']","['cctv', 'fridge', 'housekeeping', 'lift', 'power backup', 'room cleaning', 'safety lockers', 'security', 'warden', 'washing machine', 'water purifier', 'wi?fi (common area)', 'wifi']",All Meals,2025-07-23,2025-06-11,Bike and Car,three,7500,8000
PG for Boys in Ameerpet,Ameerpet,"['attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'geyser', 'light', 'mattress (foam/cotton)']","['cctv', 'fridge', 'housekeeping', 'laundry service', 'power backup', 'room cleaning', 'security', 'washing machine', 'water purifier', 'water purifier (if available)', 'wi?fi (common area)', 'wifi']",All Meals,2025-07-23,2025-06-10,Bike,double,6000,500
PG for Boys in Ameerpet,Ameerpet,"['attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'geyser', 'light', 'mattress (foam/cotton)']","['cctv', 'fridge', 'housekeeping', 'lift', 'power backup', 'room cleaning', 'security', 'sofa in common hall', 'tv', 'warden', 'washing machine', 'water purifier', 'wi?fi (common area)', 'wifi']",All Meals,2025-07-23,2025-06-10,Bike,three,6000,500
PG for Boys in Ameerpet,Ameerpet,"['attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'geyser', 'light', 'mattress (foam/cotton)']","['cctv', 'fridge', 'housekeeping', 'lift', 'power backup', 'room cleaning', 'security', 'tv', 'warden', 'washing machine', 'water purifier', 'water purifier (if available)', 'wi?fi (common area)', 'wifi']",All Meals,2025-07-23,2025-06-10,Bike,four,5200,500
PG for Girls in Ameerpet,Ameerpet,"['ac (on request)', 'attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'geyser', 'light', 'mattress (foam/cotton)']","['cctv', 'fridge', 'housekeeping', 'lift', 'power backup', 'room cleaning', 'security', 'tv', 'warden', 'washing machine', 'water purifier', 'wi?fi (common area)', 'wifi']",All Meals,2025-07-23,2025-06-10,Bike,double,6000,500
PG for Girls in Ameerpet,Ameerpet,"['ac (on request)', 'attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'geyser', 'light', 'mattress (foam/cotton)']","['cctv', 'fridge', 'housekeeping', 'lift', 'power backup', 'room cleaning', 'safety lockers', 'security', 'tv', 'warden', 'washing machine', 'water purifier', 'wi?fi (common area)', 'wifi']",All Meals,2025-07-23,2025-06-10,Bike,three,6000,500
PG for Girls in Ameerpet,Ameerpet,"['ac (on request)', 'attached bathroom', 'bed (cot/frame)', 'charging points', 'cupboard', 'fan', 'geyser', 'light', 'mattress (foam/cotton)']","['cctv', 'fridge', 'housekeeping', 'lift', 'power backup', 'room cleaning', 'security', 'tv', 'warden', 'washing machine', 'water purifier', 'wi?fi (common area)', 'wifi']",All Meals,2025-07-23,2025-06-10,Bike,four,5200,500
